37,brute_force,0.0,1.0,35,0.0,0.5,1.0,15.0,30.0,103.0
38,brute_force,0.0,1.0,35,0.0,0.6000000000000001,1.0,15.0,30.0,103.0
39,brute_force,0.0,1.0,35,0.0,0.7000000000000001,1.0,15.0,30.0,103.0
40,brute_force,0.0,1.0,35,0.0,0.8,1.0,15.0,30.0,103.0
41,brute_force,0.0,1.0,35,0.0,0.9,1.0,15.0,30.0,103.0
42,brute_force,0.0,0.5,35,0.0,1.0,1.0,15.0,30.0,103.0
43,brute_force,0.0,1.5,35,0.1,0.5,1.0,15.0,30.0,103.0
44,brute_force,0.0,1.0,35,0.1,0.6000000000000001,1.0,15.0,30.0,103.0
45,brute_force,0.0,1.0,35,0.1,0.7000000000000001,1.0,15.0,30.0,103.0
46,brute_force,0.0,1.0,35,0.1,0.8,1.0,15.0,30.0,103.0
47,brute_force,0.0,1.0,35,0.1,0.9,1.0,15.0,30.0,103.0
48,brute_force,0.0,1.0,35,0.1,1.0,1.0,15.0,30.0,103.0
49,brute_force,0.0,1.0,35,0.2,0.5,1.0,15.0,30.0,103.0
50,brute_force,0.0,1.0,35,0.2,0.6000000000000001,1.0,15.0,30.0,103.0
51,brute_force,0.0,1.0,35,0.2,0.7000000000000001,1.0,15.0,30.0,103.0
52,brute_force,0.0,1.0,35,0.2,0.8,1.0,15.0,30.0,103.0
53,brute_force,0.0,1.0,35,0.2,0.9,1.0,15.0,30.0,103.0
54,brute_force,0.0,1.0,35,0.2,1.0,1.0,15.0,30.0,103.0
55,brute_force,0.0,1.0,35,0.30000000000000004,0.5,1.0,15.0,30.0,103.0
56,brute_force,0.0,1.0,35,0.30000000000000004,0.6000000000000001,1.0,15.0,30.0,103.0
57,brute_force,0.0,1.0,35,0.30000000000000004,0.7000000000000001,1.0,15.0,30.0,103.0
58,brute_force,0.0,1.0,35,0.30000000000000004,0.8,1.0,15.0,30.0,103.0
59,brute_force,0.0,1.0,35,0.30000000000000004,0.9,1.0,15.0,30.0,103.0
60,brute_force,0.0,1.0,35,0.30000000000000004,1.0,1.0,15.0,30.0,103.0
61,brute_force,0.0,1.0,35,0.4,0.5,1.0,15.0,30.0,103.0
62,brute_force,0.0,1.0,35,0.4,0.6000000000000001,1.0,15.0,30.0,103.0
63,brute_force,0.0,1.0,35,0.4,0.7000000000000001,1.0,15.0,30.0,103.0
64,brute_force,0.0,1.0,35,0.4,0.8,1.0,15.0,30.0,103.0
65,brute_force,0.0,1.0,35,0.4,0.9,1.0,15.0,30.0,103.0
66,brute_force,0.0,1.0,35,0.4,1.0,1.0,15.0,30.0,103.0
67,brute_force,0.0,1.5,35,0.5,0.5,1.0,15.0,30.0,103.0
68,brute_force,0.0,1.0,35,0.5,0.6000000000000001,1.0,15.0,30.0,103.0
69,brute_force,0.0,1.0,35,0.5,0.7000000000000001,1.0,15.0,30.0,103.0
70,brute_force,0.0,1.0,35,0.5,0.8,1.0,15.0,30.0,103.0
71,brute_force,0.0,1.0,35,0.5,0.9,1.0,15.0,30.0,103.0
72,brute_force,0.0,1.0,35,0.5,1.0,1.0,15.0,30.0,103.0